date,area,category,dose,vaccine_type,new_doses,cumulative_doses,cumulative_doses_per100,denominator
2021-06-26,全国,医療,2回目,ファイザー,0,4689959,,
2021-06-27,全国,医療,2回目,ファイザー,0,4689959,,
2021-06-28,全国,医療,2回目,ファイザー,80018,4769977,,
2021-06-29,全国,医療,2回目,ファイザー,53790,4823767,,
2021-06-30,全国,医療,2回目,ファイザー,46697,4870464,,
2021-07-01,全国,医療,2回目,ファイザー,57754,4928218,,
2021-07-02,全国,医療,2回目,ファイザー,55293,4983511,,
2021-07-03,全国,医療,2回目,ファイザー,0,4983511,,
2021-07-04,全国,医療,2回目,ファイザー,0,4983511,,
2021-07-05,全国,医療,2回目,ファイザー,79320,5062831,,
2021-07-06,全国,医療,2回目,ファイザー,52475,5115306,,
2021-07-07,全国,医療,2回目,ファイザー,44525,5159831,,
2021-07-08,全国,医療,2回目,ファイザー,44991,5204822,,
2021-07-09,全国,医療,2回目,ファイザー,44589,5249411,,
2021-07-10,全国,医療,2回目,ファイザー,0,5249411,,
2021-07-11,全国,医療,2回目,ファイザー,0,5249411,,
2021-07-12,全国,医療,2回目,ファイザー,67841,5317252,,
2021-07-13,全国,医療,2回目,ファイザー,37198,5354450,,
2021-07-14,全国,医療,2回目,ファイザー,37839,5392289,,
2021-07-15,全国,医療,2回目,ファイザー,31996,5424285,,
2021-07-16,全国,医療,2回目,ファイザー,35455,5459740,,
2021-07-17,全国,医療,2回目,ファイザー,0,5459740,,
2021-07-18,全国,医療,2回目,ファイザー,0,5459740,,
2021-07-19,全国,医療,2回目,ファイザー,60294,5520034,,
2021-07-20,全国,医療,2回目,ファイザー,30208,5550242,,
2021-07-21,全国,医療,2回目,ファイザー,35406,5585648,,
2021-07-22,全国,医療,2回目,ファイザー,0,5585648,,
2021-07-23,全国,医療,2回目,ファイザー,0,5585648,,
2021-07-24,全国,医療,2回目,ファイザー,0,5585648,,
2021-07-25,全国,医療,2回目,ファイザー,0,5585648,,
2021-07-26,全国,医療,2回目,ファイザー,40920,5626568,,
2021-07-27,全国,医療,2回目,ファイザー,19283,5645851,,
2021-07-28,全国,医療,2回目,ファイザー,18441,5664292,,
2021-07-29,全国,医療,2回目,ファイザー,21242,5685534,,
2021-07-30,全国,医療,2回目,ファイザー,23694,5709228,,
2021-02-17,全国,医療,合計,モデルナ,0,0,,
2021-02-18,全国,医療,合計,モデルナ,0,0,,
2021-02-19,全国,医療,合計,モデルナ,0,0,,
2021-02-20,全国,医療,合計,モデルナ,0,0,,
2021-02-21,全国,医療,合計,モデルナ,0,0,,
2021-02-22,全国,医療,合計,モデルナ,0,0,,
2021-02-23,全国,医療,合計,モデルナ,0,0,,
2021-02-24,全国,医療,合計,モデルナ,0,0,,
2021-02-25,全国,医療,合計,モデルナ,0,0,,
2021-02-26,全国,医療,合計,モデルナ,0,0,,
2021-02-27,全国,医療,合計,モデルナ,0,0,,
2021-02-28,全国,医療,合計,モデルナ,0,0,,
2021-03-01,全国,医療,合計,モデルナ,0,0,,
2021-03-02,全国,医療,合計,モデルナ,0,0,,
2021-03-03,全国,医療,合計,モデルナ,0,0,,
2021-03-04,全国,医療,合計,モデルナ,0,0,,
2021-03-05,全国,医療,合計,モデルナ,0,0,,
2021-03-06,全国,医療,合計,モデルナ,0,0,,
2021-03-07,全国,医療,合計,モデルナ,0,0,,
2021-03-08,全国,医療,合計,モデルナ,0,0,,
2021-03-09,全国,医療,合計,モデルナ,0,0,,
2021-03-10,全国,医療,合計,モデルナ,0,0,,
2021-03-11,全国,医療,合計,モデルナ,0,0,,
2021-03-12,全国,医療,合計,モデルナ,0,0,,
2021-03-13,全国,医療,合計,モデルナ,0,0,,
2021-03-14,全国,医療,合計,モデルナ,0,0,,
2021-03-15,全国,医療,合計,モデルナ,0,0,,
2021-03-16,全国,医療,合計,モデルナ,0,0,,
2021-03-17,全国,医療,合計,モデルナ,0,0,,
2021-03-18,全国,医療,合計,モデルナ,0,0,,
2021-03-19,全国,医療,合計,モデルナ,0,0,,
2021-03-20,全国,医療,合計,モデルナ,0,0,,
2021-03-21,全国,医療,合計,モデルナ,0,0,,
2021-03-22,全国,医療,合計,モデルナ,0,0,,
2021-03-23,全国,医療,合計,モデルナ,0,0,,
2021-03-24,全国,医療,合計,モデルナ,0,0,,
2021-03-25,全国,医療,合計,モデルナ,0,0,,
2021-03-26,全国,医療,合計,モデルナ,0,0,,
2021-03-27,全国,医療,合計,モデルナ,0,0,,
2021-03-28,全国,医療,合計,モデルナ,0,0,,
2021-03-29,全国,医療,合計,モデルナ,0,0,,
2021-03-30,全国,医療,合計,モデルナ,0,0,,
2021-03-31,全国,医療,合計,モデルナ,0,0,,
2021-04-01,全国,医療,合計,モデルナ,0,0,,
2021-04-02,全国,医療,合計,モデルナ,0,0,,
2021-04-03,全国,医療,合計,モデルナ,0,0,,
2021-04-04,全国,医療,合計,モデルナ,0,0,,
2021-04-05,全国,医療,合計,モデルナ,0,0,,
2021-04-06,全国,医療,合計,モデルナ,0,0,,
2021-04-07,全国,医療,合計,モデルナ,0,0,,
2021-04-08,全国,医療,合計,モデルナ,0,0,,
2021-04-09,全国,医療,合計,モデルナ,0,0,,
2021-04-10,全国,医療,合計,モデルナ,0,0,,
2021-04-11,全国,医療,合計,モデルナ,0,0,,
2021-04-12,全国,医療,合計,モデルナ,0,0,,
2021-04-13,全国,医療,合計,モデルナ,0,0,,
2021-04-14,全国,医療,合計,モデルナ,0,0,,
2021-04-15,全国,医療,合計,モデルナ,0,0,,
2021-04-16,全国,医療,合計,モデルナ,0,0,,
2021-04-17,全国,医療,合計,モデルナ,0,0,,
2021-04-18,全国,医療,合計,モデルナ,0,0,,
2021-04-19,全国,医療,合計,モデルナ,0,0,,
2021-04-20,全国,医療,合計,モデルナ,0,0,,
2021-04-21,全国,医療,合計,モデルナ,0,0,,
2021-04-22,全国,医療,合計,モデルナ,0,0,,
2021-04-23,全国,医療,合計,モデルナ,0,0,,
2021-04-24,全国,医療,合計,モデルナ,0,0,,
2021-04-25,全国,医療,合計,モデルナ,0,0,,
2021-04-26,全国,医療,合計,モデルナ,0,0,,
2021-04-27,全国,医療,合計,モデルナ,0,0,,
2021-04-28,全国,医療,合計,モデルナ,0,0,,
2021-04-29,全国,医療,合計,モデルナ,0,0,,
2021-04-30,全国,医療,合計,モデルナ,0,0,,
2021-05-01,全国,医療,合計,モデルナ,0,0,,
2021-05-02,全国,医療,合計,モデルナ,0,0,,
2021-05-03,全国,医療,合計,モデルナ,0,0,,
2021-05-04,全国,医療,合計,モデルナ,0,0,,
2021-05-05,全国,医療,合計,モデルナ,0,0,,
2021-05-06,全国,医療,合計,モデルナ,0,0,,
2021-05-07,全国,医療,合計,モデルナ,0,0,,
2021-05-08,全国,医療,合計,モデルナ,0,0,,
2021-05-09,全国,医療,合計,モデルナ,0,0,,
2021-05-10,全国,医療,合計,モデルナ,0,0,,
2021-05-11,全国,医療,合計,モデルナ,0,0,,
2021-05-12,全国,医療,合計,モデルナ,0,0,,
2021-05-13,全国,医療,合計,モデルナ,0,0,,
2021-05-14,全国,医療,合計,モデルナ,0,0,,
2021-05-15,全国,医療,合計,モデルナ,0,0,,
2021-05-16,全国,医療,合計,モデルナ,0,0,,
2021-05-17,全国,医療,合計,モデルナ,0,0,,
2021-05-18,全国,医療,合計,モデルナ,0,0,,
2021-05-19,全国,医療,合計,モデルナ,0,0,,
2021-05-20,全国,医療,合計,モデルナ,0,0,,
2021-05-21,全国,医療,合計,モデルナ,0,0,,
2021-05-22,全国,医療,合計,モデルナ,0,0,,
2021-05-23,全国,医療,合計,モデルナ,0,0,,
2021-05-24,全国,医療,合計,モデルナ,269,269,,
2021-05-25,全国,医療,合計,モデルナ,476,745,,
2021-05-26,全国,医療,合計,モデルナ,172,917,,
2021-05-27,全国,医療,合計,モデルナ,40,957,,
2021-05-28,全国,医療,合計,モデルナ,157,1114,,
2021-05-29,全国,医療,合計,モデルナ,0,1114,,
2021-05-30,全国,医療,合計,モデルナ,0,1114,,
2021-05-31,全国,医療,合計,モデルナ,582,1696,,
2021-06-01,全国,医療,合計,モデルナ,123,1819,,
2021-06-02,全国,医療,合計,モデルナ,316,2135,,
2021-06-03,全国,医療,合計,モデルナ,112,2247,,
2021-06-04,全国,医療,合計,モデルナ,929,3176,,
2021-06-05,全国,医療,合計,モデルナ,0,3176,,
2021-06-06,全国,医療,合計,モデルナ,0,3176,,
2021-06-07,全国,医療,合計,モデルナ,2146,5322,,
2021-06-08,全国,医療,合計,モデルナ,990,6312,,
2021-06-09,全国,医療,合計,モデルナ,1047,7359,,
2021-06-10,全国,医療,合計,モデルナ,1719,9078,,
2021-06-11,全国,医療,合計,モデルナ,1669,10747,,
2021-06-12,全国,医療,合計,モデルナ,0,10747,,
2021-06-13,全国,医療,合計,モデルナ,0,10747,,
2021-06-14,全国,医療,合計,モデルナ,5610,16357,,
2021-06-15,全国,医療,合計,モデルナ,2956,19313,,
2021-06-16,全国,医療,合計,モデルナ,2782,22095,,
2021-06-17,全国,医療,合計,モデルナ,4611,26706,,
2021-06-18,全国,医療,合計,モデルナ,2145,28851,,
2021-06-19,全国,医療,合計,モデルナ,0,28851,,
2021-06-20,全国,医療,合計,モデルナ,0,28851,,
2021-06-21,全国,医療,合計,モデルナ,7947,36798,,
2021-06-22,全国,医療,合計,モデルナ,2053,38851,,
2021-06-23,全国,医療,合計,モデルナ,4782,43633,,
2021-06-24,全国,医療,合計,モデルナ,1693,45326,,
2021-06-25,全国,医療,合計,モデルナ,5663,50989,,
2021-06-26,全国,医療,合計,モデルナ,0,50989,,
2021-06-27,全国,医療,合計,モデルナ,0,50989,,
2021-06-28,全国,医療,合計,モデルナ,8334,59323,,
2021-06-29,全国,医療,合計,モデルナ,4622,63945,,
2021-06-30,全国,医療,合計,モデルナ,2169,66114,,
2021-07-01,全国,医療,合計,モデルナ,697,66811,,
2021-07-02,全国,医療,合計,モデルナ,1125,67936,,
2021-07-03,全国,医療,合計,モデルナ,0,67936,,
2021-07-04,全国,医療,合計,モデルナ,0,67936,,
2021-07-05,全国,医療,合計,モデルナ,7879,75815,,
2021-07-06,全国,医療,合計,モデルナ,2253,78068,,
2021-07-07,全国,医療,合計,モデルナ,3467,81535,,
2021-07-08,全国,医療,合計,モデルナ,4150,85685,,
2021-07-09,全国,医療,合計,モデルナ,1985,87670,,
2021-07-10,全国,医療,合計,モデルナ,0,87670,,
2021-07-11,全国,医療,合計,モデルナ,0,87670,,
2021-07-12,全国,医療,合計,モデルナ,26076,113746,,
2021-07-13,全国,医療,合計,モデルナ,10594,124340,,
2021-07-14,全国,医療,合計,モデルナ,2142,126482,,
2021-07-15,全国,医療,合計,モデルナ,1728,128210,,
2021-07-16,全国,医療,合計,モデルナ,6282,134492,,
2021-07-17,全国,医療,合計,モデルナ,0,134492,,
2021-07-18,全国,医療,合計,モデルナ,0,134492,,
2021-07-19,全国,医療,合計,モデルナ,22417,156909,,
2021-07-20,全国,医療,合計,モデルナ,8813,165722,,
2021-07-21,全国,医療,合計,モデルナ,11089,176811,,
2021-07-22,全国,医療,合計,モデルナ,0,176811,,
2021-07-23,全国,医療,合計,モデルナ,0,176811,,
2021-07-24,全国,医療,合計,モデルナ,0,176811,,
2021-07-25,全国,医療,合計,モデルナ,0,176811,,
2021-07-26,全国,医療,合計,モデルナ,7882,184693,,
2021-07-27,全国,医療,合計,モデルナ,16153,200846,,
2021-07-28,全国,医療,合計,モデルナ,289,201135,,
2021-07-29,全国,医療,合計,モデルナ,56,201191,,
2021-07-30,全国,医療,合計,モデルナ,5491,206682,,
2021-02-17,全国,医療,1回目,モデルナ,0,0,,
2021-02-18,全国,医療,1回目,モデルナ,0,0,,
2021-02-19,全国,医療,1回目,モデルナ,0,0,,
2021-02-20,全国,医療,1回目,モデルナ,0,0,,
2021-02-21,全国,医療,1回目,モデルナ,0,0,,
2021-02-22,全国,医療,1回目,モデルナ,0,0,,
2021-02-23,全国,医療,1回目,モデルナ,0,0,,
2021-02-24,全国,医療,1回目,モデルナ,0,0,,
2021-02-25,全国,医療,1回目,モデルナ,0,0,,
2021-02-26,全国,医療,1回目,モデルナ,0,0,,
2021-02-27,全国,医療,1回目,モデルナ,0,0,,
2021-02-28,全国,医療,1回目,モデルナ,0,0,,
2021-03-01,全国,医療,1回目,モデルナ,0,0,,
2021-03-02,全国,医療,1回目,モデルナ,0,0,,
2021-03-03,全国,医療,1回目,モデルナ,0,0,,
2021-03-04,全国,医療,1回目,モデルナ,0,0,,
2021-03-05,全国,医療,1回目,モデルナ,0,0,,
2021-03-06,全国,医療,1回目,モデルナ,0,0,,
2021-03-07,全国,医療,1回目,モデルナ,0,0,,
2021-03-08,全国,医療,1回目,モデルナ,0,0,,
2021-03-09,全国,医療,1回目,モデルナ,0,0,,
2021-03-10,全国,医療,1回目,モデルナ,0,0,,
2021-03-11,全国,医療,1回目,モデルナ,0,0,,
2021-03-12,全国,医療,1回目,モデルナ,0,0,,
2021-03-13,全国,医療,1回目,モデルナ,0,0,,
2021-03-14,全国,医療,1回目,モデルナ,0,0,,
2021-03-15,全国,医療,1回目,モデルナ,0,0,,
2021-03-16,全国,医療,1回目,モデルナ,0,0,,
2021-03-17,全国,医療,1回目,モデルナ,0,0,,
2021-03-18,全国,医療,1回目,モデルナ,0,0,,
2021-03-19,全国,医療,1回目,モデルナ,0,0,,
2021-03-20,全国,医療,1回目,モデルナ,0,0,,
2021-03-21,全国,医療,1回目,モデルナ,0,0,,
2021-03-22,全国,医療,1回目,モデルナ,0,0,,
2021-03-23,全国,医療,1回目,モデルナ,0,0,,
2021-03-24,全国,医療,1回目,モデルナ,0,0,,
2021-03-25,全国,医療,1回目,モデルナ,0,0,,
2021-03-26,全国,医療,1回目,モデルナ,0,0,,
2021-03-27,全国,医療,1回目,モデルナ,0,0,,
2021-03-28,全国,医療,1回目,モデルナ,0,0,,
2021-03-29,全国,医療,1回目,モデルナ,0,0,,
2021-03-30,全国,医療,1回目,モデルナ,0,0,,
2021-03-31,全国,医療,1回目,モデルナ,0,0,,
2021-04-01,全国,医療,1回目,モデルナ,0,0,,
2021-04-02,全国,医療,1回目,モデルナ,0,0,,
2021-04-03,全国,医療,1回目,モデルナ,0,0,,
2021-04-04,全国,医療,1回目,モデルナ,0,0,,
2021-04-05,全国,医療,1回目,モデルナ,0,0,,
2021-04-06,全国,医療,1回目,モデルナ,0,0,,
2021-04-07,全国,医療,1回目,モデルナ,0,0,,
2021-04-08,全国,医療,1回目,モデルナ,0,0,,
2021-04-09,全国,医療,1回目,モデルナ,0,0,,
2021-04-10,全国,医療,1回目,モデルナ,0,0,,
2021-04-11,全国,医療,1回目,モデルナ,0,0,,
2021-04-12,全国,医療,1回目,モデルナ,0,0,,
2021-04-13,全国,医療,1回目,モデルナ,0,0,,
2021-04-14,全国,医療,1回目,モデルナ,0,0,,
2021-04-15,全国,医療,1回目,モデルナ,0,0,,
2021-04-16,全国,医療,1回目,モデルナ,0,0,,
2021-04-17,全国,医療,1回目,モデルナ,0,0,,
2021-04-18,全国,医療,1回目,モデルナ,0,0,,
2021-04-19,全国,医療,1回目,モデルナ,0,0,,
2021-04-20,全国,医療,1回目,モデルナ,0,0,,
2021-04-21,全国,医療,1回目,モデルナ,0,0,,
2021-04-22,全国,医療,1回目,モデルナ,0,0,,
2021-04-23,全国,医療,1回目,モデルナ,0,0,,
2021-04-24,全国,医療,1回目,モデルナ,0,0,,
2021-04-25,全国,医療,1回目,モデルナ,0,0,,
2021-04-26,全国,医療,1回目,モデルナ,0,0,,
2021-04-27,全国,医療,1回目,モデルナ,0,0,,
2021-04-28,全国,医療,1回目,モデルナ,0,0,,
2021-04-29,全国,医療,1回目,モデルナ,0,0,,
2021-04-30,全国,医療,1回目,モデルナ,0,0,,
2021-05-01,全国,医療,1回目,モデルナ,0,0,,
2021-05-02,全国,医療,1回目,モデルナ,0,0,,
2021-05-03,全国,医療,1回目,モデルナ,0,0,,
2021-05-04,全国,医療,1回目,モデルナ,0,0,,
2021-05-05,全国,医療,1回目,モデルナ,0,0,,
2021-05-06,全国,医療,1回目,モデルナ,0,0,,
2021-05-07,全国,医療,1回目,モデルナ,0,0,,
2021-05-08,全国,医療,1回目,モデルナ,0,0,,
2021-05-09,全国,医療,1回目,モデルナ,0,0,,
2021-05-10,全国,医療,1回目,モデルナ,0,0,,
2021-05-11,全国,医療,1回目,モデルナ,0,0,,
2021-05-12,全国,医療,1回目,モデルナ,0,0,,
2021-05-13,全国,医療,1回目,モデルナ,0,0,,
2021-05-14,全国,医療,1回目,モデルナ,0,0,,
2021-05-15,全国,医療,1回目,モデルナ,0,0,,
2021-05-16,全国,医療,1回目,モデルナ,0,0,,
2021-05-17,全国,医療,1回目,モデルナ,0,0,,
2021-05-18,全国,医療,1回目,モデルナ,0,0,,
2021-05-19,全国,医療,1回目,モデルナ,0,0,,
2021-05-20,全国,医療,1回目,モデルナ,0,0,,
2021-05-21,全国,医療,1回目,モデルナ,0,0,,
2021-05-22,全国,医療,1回目,モデルナ,0,0,,
2021-05-23,全国,医療,1回目,モデルナ,0,0,,
2021-05-24,全国,医療,1回目,モデルナ,269,269,,
2021-05-25,全国,医療,1回目,モデルナ,476,745,,
2021-05-26,全国,医療,1回目,モデルナ,172,917,,
2021-05-27,全国,医療,1回目,モデルナ,40,957,,
2021-05-28,全国,医療,1回目,モデルナ,157,1114,,
2021-05-29,全国,医療,1回目,モデルナ,0,1114,,
2021-05-30,全国,医療,1回目,モデルナ,0,1114,,
2021-05-31,全国,医療,1回目,モデルナ,582,1696,,
2021-06-01,全国,医療,1回目,モデルナ,123,1819,,
2021-06-02,全国,医療,1回目,モデルナ,316,2135,,
2021-06-03,全国,医療,1回目,モデルナ,112,2247,,
2021-06-04,全国,医療,1回目,モデルナ,929,3176,,
2021-06-05,全国,医療,1回目,モデルナ,0,3176,,
2021-06-06,全国,医療,1回目,モデルナ,0,3176,,
2021-06-07,全国,医療,1回目,モデルナ,2146,5322,,
2021-06-08,全国,医療,1回目,モデルナ,990,6312,,
2021-06-09,全国,医療,1回目,モデルナ,1047,7359,,
2021-06-10,全国,医療,1回目,モデルナ,1719,9078,,
2021-06-11,全国,医療,1回目,モデルナ,1669,10747,,
2021-06-12,全国,医療,1回目,モデルナ,0,10747,,
2021-06-13,全国,医療,1回目,モデルナ,0,10747,,
2021-06-14,全国,医療,1回目,モデルナ,5610,16357,,
2021-06-15,全国,医療,1回目,モデルナ,2956,19313,,
2021-06-16,全国,医療,1回目,モデルナ,2782,22095,,
2021-06-17,全国,医療,1回目,モデルナ,4611,26706,,
2021-06-18,全国,医療,1回目,モデルナ,2145,28851,,
2021-06-19,全国,医療,1回目,モデルナ,0,28851,,
2021-06-20,全国,医療,1回目,モデルナ,0,28851,,
2021-06-21,全国,医療,1回目,モデルナ,7843,36694,,
2021-06-22,全国,医療,1回目,モデルナ,1946,38640,,
2021-06-23,全国,医療,1回目,モデルナ,4683,43323,,
2021-06-24,全国,医療,1回目,モデルナ,1584,44907,,
2021-06-25,全国,医療,1回目,モデルナ,5529,50436,,
2021-06-26,全国,医療,1回目,モデルナ,0,50436,,
2021-06-27,全国,医療,1回目,モデルナ,0,50436,,
2021-06-28,全国,医療,1回目,モデルナ,7806,58242,,
2021-06-29,全国,医療,1回目,モデルナ,3367,61609,,
2021-06-30,全国,医療,1回目,モデルナ,1788,63397,,
2021-07-01,全国,医療,1回目,モデルナ,589,63986,,
2021-07-02,全国,医療,1回目,モデルナ,978,64964,,
2021-07-03,全国,医療,1回目,モデルナ,0,64964,,
2021-07-04,全国,医療,1回目,モデルナ,0,64964,,
2021-07-05,全国,医療,1回目,モデルナ,5788,70752,,
2021-07-06,全国,医療,1回目,モデルナ,1554,72306,,
2021-07-07,全国,医療,1回目,モデルナ,2304,74610,,
2021-07-08,全国,医療,1回目,モデルナ,2537,77147,,
2021-07-09,全国,医療,1回目,モデルナ,221,77368,,
2021-07-10,全国,医療,1回目,モデルナ,0,77368,,
2021-07-11,全国,医療,1回目,モデルナ,0,77368,,
2021-07-12,全国,医療,1回目,モデルナ,22048,99416,,
2021-07-13,全国,医療,1回目,モデルナ,9453,108869,,
2021-07-14,全国,医療,1回目,モデルナ,178,109047,,
2021-07-15,全国,医療,1回目,モデルナ,533,109580,,
2021-07-16,全国,医療,1回目,モデルナ,4551,114131,,
2021-07-17,全国,医療,1回目,モデルナ,0,114131,,
2021-07-18,全国,医療,1回目,モデルナ,0,114131,,
2021-07-19,全国,医療,1回目,モデルナ,14740,128871,,
2021-07-20,全国,医療,1回目,モデルナ,5981,134852,,
2021-07-21,全国,医療,1回目,モデルナ,3619,138471,,
2021-07-22,全国,医療,1回目,モデルナ,0,138471,,
2021-07-23,全国,医療,1回目,モデルナ,0,138471,,
2021-07-24,全国,医療,1回目,モデルナ,0,138471,,
2021-07-25,全国,医療,1回目,モデルナ,0,138471,,
2021-07-26,全国,医療,1回目,モデルナ,5887,144358,,
2021-07-27,全国,医療,1回目,モデルナ,9238,153596,,
2021-07-28,全国,医療,1回目,モデルナ,283,153879,,
2021-07-29,全国,医療,1回目,モデルナ,23,153902,,
2021-07-30,全国,医療,1回目,モデルナ,57,153959,,
2021-02-17,全国,医療,2回目,モデルナ,0,0,,
2021-02-18,全国,医療,2回目,モデルナ,0,0,,
2021-02-19,全国,医療,2回目,モデルナ,0,0,,
2021-02-20,全国,医療,2回目,モデルナ,0,0,,
2021-02-21,全国,医療,2回目,モデルナ,0,0,,
2021-02-22,全国,医療,2回目,モデルナ,0,0,,
2021-02-23,全国,医療,2回目,モデルナ,0,0,,
2021-02-24,全国,医療,2回目,モデルナ,0,0,,
2021-02-25,全国,医療,2回目,モデルナ,0,0,,
2021-02-26,全国,医療,2回目,モデルナ,0,0,,
2021-02-27,全国,医療,2回目,モデルナ,0,0,,
2021-02-28,全国,医療,2回目,モデルナ,0,0,,
2021-03-01,全国,医療,2回目,モデルナ,0,0,,
2021-03-02,全国,医療,2回目,モデルナ,0,0,,
2021-03-03,全国,医療,2回目,モデルナ,0,0,,
2021-03-04,全国,医療,2回目,モデルナ,0,0,,
2021-03-05,全国,医療,2回目,モデルナ,0,0,,
2021-03-06,全国,医療,2回目,モデルナ,0,0,,
2021-03-07,全国,医療,2回目,モデルナ,0,0,,
2021-03-08,全国,医療,2回目,モデルナ,0,0,,
2021-03-09,全国,医療,2回目,モデルナ,0,0,,
2021-03-10,全国,医療,2回目,モデルナ,0,0,,
2021-03-11,全国,医療,2回目,モデルナ,0,0,,
2021-03-12,全国,医療,2回目,モデルナ,0,0,,
2021-03-13,全国,医療,2回目,モデルナ,0,0,,
2021-03-14,全国,医療,2回目,モデルナ,0,0,,
2021-03-15,全国,医療,2回目,モデルナ,0,0,,
2021-03-16,全国,医療,2回目,モデルナ,0,0,,
2021-03-17,全国,医療,2回目,モデルナ,0,0,,
2021-03-18,全国,医療,2回目,モデルナ,0,0,,
2021-03-19,全国,医療,2回目,モデルナ,0,0,,
2021-03-20,全国,医療,2回目,モデルナ,0,0,,
2021-03-21,全国,医療,2回目,モデルナ,0,0,,
2021-03-22,全国,医療,2回目,モデルナ,0,0,,
2021-03-23,全国,医療,2回目,モデルナ,0,0,,
2021-03-24,全国,医療,2回目,モデルナ,0,0,,
2021-03-25,全国,医療,2回目,モデルナ,0,0,,
2021-03-26,全国,医療,2回目,モデルナ,0,0,,
2021-03-27,全国,医療,2回目,モデルナ,0,0,,
2021-03-28,全国,医療,2回目,モデルナ,0,0,,
2021-03-29,全国,医療,2回目,モデルナ,0,0,,
2021-03-30,全国,医療,2回目,モデルナ,0,0,,
2021-03-31,全国,医療,2回目,モデルナ,0,0,,
2021-04-01,全国,医療,2回目,モデルナ,0,0,,
2021-04-02,全国,医療,2回目,モデルナ,0,0,,
2021-04-03,全国,医療,2回目,モデルナ,0,0,,
2021-04-04,全国,医療,2回目,モデルナ,0,0,,
2021-04-05,全国,医療,2回目,モデルナ,0,0,,
2021-04-06,全国,医療,2回目,モデルナ,0,0,,
2021-04-07,全国,医療,2回目,モデルナ,0,0,,
2021-04-08,全国,医療,2回目,モデルナ,0,0,,
2021-04-09,全国,医療,2回目,モデルナ,0,0,,
2021-04-10,全国,医療,2回目,モデルナ,0,0,,
2021-04-11,全国,医療,2回目,モデルナ,0,0,,
2021-04-12,全国,医療,2回目,モデルナ,0,0,,
2021-04-13,全国,医療,2回目,モデルナ,0,0,,
2021-04-14,全国,医療,2回目,モデルナ,0,0,,
2021-04-15,全国,医療,2回目,モデルナ,0,0,,
2021-04-16,全国,医療,2回目,モデルナ,0,0,,
2021-04-17,全国,医療,2回目,モデルナ,0,0,,
2021-04-18,全国,医療,2回目,モデルナ,0,0,,
2021-04-19,全国,医療,2回目,モデルナ,0,0,,
2021-04-20,全国,医療,2回目,モデルナ,0,0,,
2021-04-21,全国,医療,2回目,モデルナ,0,0,,
2021-04-22,全国,医療,2回目,モデルナ,0,0,,
2021-04-23,全国,医療,2回目,モデルナ,0,0,,
2021-04-24,全国,医療,2回目,モデルナ,0,0,,
2021-04-25,全国,医療,2回目,モデルナ,0,0,,
2021-04-26,全国,医療,2回目,モデルナ,0,0,,
2021-04-27,全国,医療,2回目,モデルナ,0,0,,
2021-04-28,全国,医療,2回目,モデルナ,0,0,,
2021-04-29,全国,医療,2回目,モデルナ,0,0,,
2021-04-30,全国,医療,2回目,モデルナ,0,0,,
2021-05-01,全国,医療,2回目,モデルナ,0,0,,
2021-05-02,全国,医療,2回目,モデルナ,0,0,,
2021-05-03,全国,医療,2回目,モデルナ,0,0,,
2021-05-04,全国,医療,2回目,モデルナ,0,0,,
2021-05-05,全国,医療,2回目,モデルナ,0,0,,
2021-05-06,全国,医療,2回目,モデルナ,0,0,,
2021-05-07,全国,医療,2回目,モデルナ,0,0,,
2021-05-08,全国,医療,2回目,モデルナ,0,0,,
2021-05-09,全国,医療,2回目,モデルナ,0,0,,
2021-05-10,全国,医療,2回目,モデルナ,0,0,,
2021-05-11,全国,医療,2回目,モデルナ,0,0,,
2021-05-12,全国,医療,2回目,モデルナ,0,0,,
2021-05-13,全国,医療,2回目,モデルナ,0,0,,
2021-05-14,全国,医療,2回目,モデルナ,0,0,,
2021-05-15,全国,医療,2回目,モデルナ,0,0,,
2021-05-16,全国,医療,2回目,モデルナ,0,0,,
2021-05-17,全国,医療,2回目,モデルナ,0,0,,
2021-05-18,全国,医療,2回目,モデルナ,0,0,,
2021-05-19,全国,医療,2回目,モデルナ,0,0,,
2021-05-20,全国,医療,2回目,モデルナ,0,0,,
2021-05-21,全国,医療,2回目,モデルナ,0,0,,
2021-05-22,全国,医療,2回目,モデルナ,0,0,,
2021-05-23,全国,医療,2回目,モデルナ,0,0,,
2021-05-24,全国,医療,2回目,モデルナ,0,0,,
2021-05-25,全国,医療,2回目,モデルナ,0,0,,
2021-05-26,全国,医療,2回目,モデルナ,0,0,,
2021-05-27,全国,医療,2回目,モデルナ,0,0,,
2021-05-28,全国,医療,2回目,モデルナ,0,0,,
2021-05-29,全国,医療,2回目,モデルナ,0,0,,
2021-05-30,全国,医療,2回目,モデルナ,0,0,,
2021-05-31,全国,医療,2回目,モデルナ,0,0,,
2021-06-01,全国,医療,2回目,モデルナ,0,0,,
2021-06-02,全国,医療,2回目,モデルナ,0,0,,
2021-06-03,全国,医療,2回目,モデルナ,0,0,,
2021-06-04,全国,医療,2回目,モデルナ,0,0,,
2021-06-05,全国,医療,2回目,モデルナ,0,0,,
2021-06-06,全国,医療,2回目,モデルナ,0,0,,
2021-06-07,全国,医療,2回目,モデルナ,0,0,,
2021-06-08,全国,医療,2回目,モデルナ,0,0,,
2021-06-09,全国,医療,2回目,モデルナ,0,0,,
2021-06-10,全国,医療,2回目,モデルナ,0,0,,
